CustomerID,Tenure,MonthlyCharges,TotalCharges,NumProducts,SupportCalls,Contract,PaymentMethod,InternetService,SeniorCitizen,Partner,Churn
CUST-01096,11,71.87,680.82,3,1,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-01097,36,25.12,775.82,2,3,Month-to-Month,Credit Card,No,0,0,1
CUST-01098,59,43.29,2737.34,1,2,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1
CUST-01099,39,69.2,2551.45,4,0,Month-to-Month,Electronic Check,No,0,1,1
CUST-01100,54,51.02,2999.98,1,1,Two Year,Bank Transfer,DSL,0,0,0
CUST-01101,55,38.18,2056.89,4,3,Two Year,Credit Card,DSL,0,1,0
CUST-01102,24,70.41,1666.01,3,1,Two Year,Credit Card,DSL,1,0,0
CUST-01103,22,52.28,1154.61,1,4,Two Year,Electronic Check,No,0,0,1
CUST-01104,69,45.81,3362.9,1,2,One Year,Electronic Check,Fiber Optic,0,0,1
CUST-01105,56,66.4,3465.74,3,3,Month-to-Month,Credit Card,No,0,0,1
CUST-01106,33,33.33,975.03,1,1,Month-to-Month,Electronic Check,DSL,1,0,0
CUST-01107,36,112.77,4127.99,4,2,One Year,Bank Transfer,No,1,0,1
CUST-01108,20,106.77,2024.56,1,2,Month-to-Month,Mailed Check,DSL,0,0,0
CUST-01109,62,90.76,5530.04,4,0,Two Year,Bank Transfer,Fiber Optic,0,0,0
CUST-01110,26,30.62,831.22,2,4,Month-to-Month,Bank Transfer,No,0,0,0
CUST-01111,66,97.59,6429.59,1,3,One Year,Electronic Check,No,0,0,1
CUST-01112,40,100.8,4177.49,4,3,One Year,Mailed Check,No,0,0,1
CUST-01113,17,96.78,1667.08,3,1,Month-to-Month,Credit Card,DSL,0,0,0
CUST-01114,1,31.4,33.66,2,2,One Year,Electronic Check,Fiber Optic,0,1,0
CUST-01115,61,84.39,5465.83,1,3,Two Year,Bank Transfer,No,0,1,0
CUST-01116,43,103.43,4493.11,4,3,One Year,Mailed Check,Fiber Optic,0,0,0
CUST-01117,42,77.74,3440.32,1,2,One Year,Electronic Check,Fiber Optic,0,1,1
CUST-01118,25,84.64,2353.14,4,2,Month-to-Month,Bank Transfer,DSL,0,0,1
CUST-01119,39,65.84,2515.59,1,1,Two Year,Bank Transfer,DSL,0,0,0
CUST-01120,35,72.87,2483.7,2,3,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-01121,3,23.44,75.89,2,2,Two Year,Credit Card,Fiber Optic,0,1,0
CUST-01122,44,83.9,3783.03,1,2,Two Year,Mailed Check,DSL,0,1,1
CUST-01123,51,28.14,1250.44,1,3,Month-to-Month,Bank Transfer,DSL,0,1,1
CUST-01124,12,63.5,851.64,5,1,Two Year,Bank Transfer,Fiber Optic,0,1,0
CUST-01125,19,49.27,804.36,1,3,Two Year,Credit Card,Fiber Optic,1,1,1
CUST-01126,44,74.54,3524.16,1,0,One Year,Bank Transfer,DSL,0,0,0
CUST-01127,59,33.34,2119.78,2,3,One Year,Credit Card,No,0,0,1
CUST-01128,49,89.16,4962.71,1,3,Two Year,Bank Transfer,DSL,0,0,0
CUST-01129,61,99.5,5257.65,3,3,Month-to-Month,Credit Card,Fiber Optic,1,0,0
CUST-01130,17,36.34,635.73,1,3,Two Year,Credit Card,DSL,1,0,0
CUST-01131,57,30.43,1696.96,5,3,One Year,Mailed Check,Fiber Optic,0,1,0
CUST-01132,55,34.55,1803.7,4,2,Two Year,Bank Transfer,Fiber Optic,0,1,0
CUST-01133,47,107.71,4440.18,2,0,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-01134,12,72.82,890.26,3,4,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-01135,62,66.73,4111.25,4,2,Two Year,Bank Transfer,No,0,1,0
CUST-01136,8,30.67,216.25,3,3,Month-to-Month,Credit Card,DSL,0,0,0
CUST-01137,21,84.96,1844.37,2,2,Month-to-Month,Mailed Check,Fiber Optic,0,1,0
CUST-01138,70,106.8,8009.68,5,0,One Year,Mailed Check,Fiber Optic,1,0,0
CUST-01139,72,102.82,7996.64,2,3,Month-to-Month,Credit Card,No,0,0,1
CUST-01140,25,82.61,2316.41,3,2,Month-to-Month,Electronic Check,Fiber Optic,0,0,1
CUST-01141,12,27.53,321.39,3,2,Month-to-Month,Mailed Check,DSL,0,1,0
CUST-01142,15,31.24,532.29,2,1,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-01143,59,24.93,1632.12,1,2,Month-to-Month,Credit Card,No,0,1,0
CUST-01144,26,45.75,1116.88,2,4,Month-to-Month,Credit Card,DSL,0,1,0
CUST-01145,26,33.57,783.6,5,2,One Year,Mailed Check,Fiber Optic,0,1,0
CUST-01146,47,46.0,2120.09,2,0,One Year,Credit Card,Fiber Optic,1,1,1
CUST-01147,32,58.51,1817.22,4,1,Month-to-Month,Mailed Check,DSL,0,0,1
CUST-01148,10,114.3,1168.96,1,1,Month-to-Month,Credit Card,Fiber Optic,1,0,1
CUST-01149,16,81.04,1329.08,4,2,One Year,Mailed Check,DSL,1,0,0
CUST-01150,71,103.5,7899.61,2,2,Month-to-Month,Bank Transfer,No,0,0,1
CUST-01151,17,91.04,1552.27,1,4,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-01152,23,31.25,633.54,4,6,Month-to-Month,Electronic Check,No,1,0,1
CUST-01153,26,93.59,2694.89,4,2,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-01154,7,47.51,313.59,1,2,Two Year,Electronic Check,DSL,0,1,1
CUST-01155,14,83.91,1340.84,1,1,One Year,Mailed Check,DSL,0,1,1
CUST-01156,7,54.1,335.29,3,0,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-01157,9,119.77,1226.12,1,2,Month-to-Month,Electronic Check,No,0,0,1
CUST-01158,48,46.36,1952.25,2,1,Two Year,Credit Card,No,0,0,0
CUST-01159,72,47.91,3171.18,5,2,Month-to-Month,Mailed Check,Fiber Optic,0,0,0
CUST-01160,59,113.07,5763.68,3,3,Month-to-Month,Mailed Check,Fiber Optic,0,1,1
CUST-01161,39,22.46,929.84,1,2,Two Year,Electronic Check,No,0,0,0
CUST-01162,18,89.67,1783.68,5,1,Month-to-Month,Bank Transfer,No,1,0,0
CUST-01163,59,92.53,5351.29,3,3,One Year,Electronic Check,Fiber Optic,0,0,0
CUST-01164,17,103.64,1988.38,2,2,Month-to-Month,Credit Card,Fiber Optic,0,1,1
CUST-01165,14,117.44,1688.7,5,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,1
CUST-01166,31,117.56,3786.5,1,5,One Year,Mailed Check,Fiber Optic,0,1,0
CUST-01167,24,26.53,702.7,1,3,Month-to-Month,Mailed Check,No,0,0,1
CUST-01168,60,102.18,5757.07,2,2,Month-to-Month,Credit Card,DSL,0,0,1
CUST-01169,45,84.63,3641.85,3,1,Two Year,Credit Card,Fiber Optic,0,1,0
CUST-01170,3,84.73,285.15,5,3,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-01171,37,32.83,1360.83,2,1,One Year,Electronic Check,Fiber Optic,0,0,0
CUST-01172,43,85.02,4178.45,3,2,Month-to-Month,Electronic Check,Fiber Optic,0,1,1
CUST-01173,40,118.25,5300.21,4,1,Two Year,Bank Transfer,DSL,0,1,0
CUST-01174,55,111.18,5431.33,4,2,Two Year,Credit Card,Fiber Optic,0,0,0
CUST-01175,39,63.91,2734.55,3,1,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-01176,15,23.99,350.12,1,2,One Year,Bank Transfer,Fiber Optic,0,1,1
CUST-01177,4,56.23,258.04,1,3,One Year,Mailed Check,No,0,1,0
CUST-01178,25,102.64,2544.66,4,2,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1
CUST-01179,13,90.15,1190.88,1,1,One Year,Mailed Check,No,0,0,1
CUST-01180,33,65.93,2195.12,1,4,Two Year,Credit Card,DSL,0,0,0
CUST-01181,16,25.51,386.33,3,3,Month-to-Month,Mailed Check,Fiber Optic,0,1,0
CUST-01182,42,62.69,2297.29,3,0,Two Year,Credit Card,Fiber Optic,0,1,0
CUST-01183,66,66.9,4939.49,1,1,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-01184,55,112.86,6770.94,3,0,One Year,Bank Transfer,DSL,1,0,1
CUST-01185,42,84.11,3150.6,5,1,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-01186,34,51.17,1884.23,4,2,Month-to-Month,Electronic Check,Fiber Optic,0,0,1
CUST-01187,30,72.53,2258.05,5,4,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-01188,13,26.61,336.5,5,1,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-01189,13,117.26,1411.89,1,2,One Year,Mailed Check,DSL,0,1,0
CUST-01190,18,56.01,1116.98,1,4,Month-to-Month,Credit Card,No,0,1,1
CUST-01191,32,67.79,2299.56,5,2,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-01192,39,55.53,2196.69,5,2,Month-to-Month,Electronic Check,DSL,0,1,1
CUST-01193,46,88.25,4192.94,2,2,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01194,29,86.22,2193.63,2,5,One Year,Credit Card,No,0,1,0
CUST-01195,62,91.53,5630.46,4,2,Month-to-Month,Credit Card,No,0,1,1
CUST-01196,62,46.81,2635.54,5,0,One Year,Electronic Check,Fiber Optic,0,1,0
CUST-01197,57,51.57,2682.33,3,3,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-01198,16,32.53,545.67,2,4,Two Year,Bank Transfer,No,0,0,1
CUST-01199,56,85.55,5381.87,1,3,Month-to-Month,Mailed Check,No,0,1,0
CUST-01200,10,23.98,232.88,5,2,One Year,Bank Transfer,DSL,0,0,0
CUST-01201,30,79.77,2183.28,3,2,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-01202,25,106.97,2793.59,3,5,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01203,5,109.08,606.13,3,2,One Year,Electronic Check,DSL,0,0,0
CUST-01204,65,64.9,4532.76,1,3,One Year,Electronic Check,No,0,1,0
CUST-01205,49,65.93,3587.96,2,4,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-01206,3,27.7,84.01,3,2,Two Year,Mailed Check,Fiber Optic,0,0,0
CUST-01207,45,87.08,4214.7,2,1,One Year,Electronic Check,DSL,0,1,1
CUST-01208,14,102.13,1275.43,4,3,Month-to-Month,Bank Transfer,DSL,0,0,1
CUST-01209,30,44.47,1273.37,1,2,Month-to-Month,Bank Transfer,DSL,1,1,1
CUST-01210,68,62.13,4084.85,2,1,Month-to-Month,Mailed Check,No,0,1,1
CUST-01211,18,103.88,1876.18,2,2,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-01212,62,107.71,7537.63,3,1,Month-to-Month,Credit Card,DSL,0,0,0
CUST-01213,37,44.32,1823.98,3,3,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-01214,25,75.06,1670.76,1,2,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-01215,48,39.25,1699.06,2,1,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01216,65,30.19,1878.54,5,3,Month-to-Month,Credit Card,Fiber Optic,0,0,1
CUST-01217,53,111.11,5519.15,3,1,Month-to-Month,Mailed Check,No,1,1,0
CUST-01218,15,102.05,1583.46,3,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,1
CUST-01219,49,96.0,5272.4,4,2,One Year,Credit Card,Fiber Optic,0,0,0
CUST-01220,68,24.88,1926.48,1,3,Month-to-Month,Mailed Check,Fiber Optic,0,0,0
CUST-01221,12,104.37,1310.15,2,2,One Year,Mailed Check,Fiber Optic,0,1,1
CUST-01222,59,63.8,4146.07,2,4,Two Year,Mailed Check,Fiber Optic,0,0,0
CUST-01223,37,54.24,2022.05,2,2,Month-to-Month,Bank Transfer,Fiber Optic,1,0,0
CUST-01224,61,74.65,4155.2,3,1,Month-to-Month,Electronic Check,Fiber Optic,0,0,1
CUST-01225,43,29.14,1262.3,1,5,One Year,Mailed Check,DSL,0,0,0
CUST-01226,70,95.66,6806.85,2,2,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1
CUST-01227,39,78.24,3273.31,5,3,Month-to-Month,Bank Transfer,DSL,0,0,0
CUST-01228,56,38.66,1983.03,4,4,Month-to-Month,Mailed Check,DSL,0,0,1
CUST-01229,63,38.82,2349.04,4,0,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-01230,46,38.42,1695.23,2,1,Month-to-Month,Credit Card,Fiber Optic,0,0,0
CUST-01231,11,25.7,321.67,3,1,Two Year,Bank Transfer,DSL,1,0,0
CUST-01232,62,78.78,4802.22,4,1,Month-to-Month,Mailed Check,DSL,0,0,0
CUST-01233,25,104.03,2799.78,4,0,One Year,Electronic Check,Fiber Optic,1,1,1
CUST-01234,71,21.75,1660.44,4,1,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-01235,52,24.9,1203.73,4,1,Month-to-Month,Mailed Check,No,0,1,0
CUST-01236,4,77.28,315.78,2,2,Month-to-Month,Bank Transfer,No,0,1,1
CUST-01237,59,101.95,6726.58,1,0,Two Year,Credit Card,No,0,1,1
CUST-01238,72,52.67,3764.02,1,3,Month-to-Month,Electronic Check,Fiber Optic,0,1,1
CUST-01239,20,54.96,1245.98,3,3,Month-to-Month,Credit Card,No,0,1,1
CUST-01240,63,79.63,4586.95,5,2,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-01241,54,47.42,2233.55,1,3,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-01242,57,22.66,1443.3,5,1,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-01243,41,93.52,4234.26,1,0,One Year,Bank Transfer,Fiber Optic,1,1,1
CUST-01244,3,82.56,284.28,1,1,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1
CUST-01245,6,78.08,493.69,3,2,Month-to-Month,Mailed Check,No,1,1,0
CUST-01246,5,94.17,532.53,4,0,Two Year,Credit Card,Fiber Optic,1,0,0
CUST-01247,5,87.52,480.52,3,1,One Year,Credit Card,Fiber Optic,0,0,1
CUST-01248,54,40.59,2418.34,1,1,Month-to-Month,Mailed Check,DSL,0,0,0
CUST-01249,47,55.25,2650.61,4,4,One Year,Bank Transfer,No,0,0,0
CUST-01250,49,32.61,1541.5,4,1,Month-to-Month,Credit Card,DSL,0,0,0
CUST-01251,9,32.99,335.62,4,2,One Year,Mailed Check,No,0,0,0
CUST-01252,20,87.62,1716.71,5,4,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-01253,61,105.86,6532.66,1,4,One Year,Credit Card,Fiber Optic,0,1,0
CUST-01254,35,116.27,4003.66,2,0,One Year,Bank Transfer,DSL,1,0,0
CUST-01255,50,82.83,4222.03,3,2,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-01256,62,38.41,2360.35,5,0,Month-to-Month,Electronic Check,Fiber Optic,1,0,0
CUST-01257,17,30.57,449.21,3,2,Month-to-Month,Bank Transfer,DSL,0,1,0
CUST-01258,3,101.29,338.7,2,1,Month-to-Month,Bank Transfer,DSL,0,0,1
CUST-01259,32,77.88,2450.59,4,3,One Year,Mailed Check,DSL,0,0,0
CUST-01260,13,81.83,1092.18,2,0,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-01261,68,98.15,5951.76,3,2,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01262,14,90.33,1076.21,2,3,One Year,Bank Transfer,Fiber Optic,0,1,0
CUST-01263,11,103.45,1051.0,1,3,Two Year,Electronic Check,No,0,1,0
CUST-01264,56,25.62,1522.78,2,3,Month-to-Month,Electronic Check,No,1,0,1
CUST-01265,67,94.75,5584.93,1,2,Two Year,Electronic Check,No,0,0,0
CUST-01266,29,105.09,3421.45,2,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-01267,9,48.61,400.09,1,2,One Year,Electronic Check,DSL,0,1,1
CUST-01268,67,84.04,5131.68,1,0,Two Year,Credit Card,Fiber Optic,0,1,0
CUST-01269,25,51.42,1162.67,2,2,One Year,Electronic Check,DSL,0,0,0
CUST-01270,42,115.8,4154.46,5,2,Two Year,Bank Transfer,DSL,1,0,0
CUST-01271,9,23.34,227.19,4,2,Month-to-Month,Mailed Check,Fiber Optic,0,1,1
CUST-01272,40,77.98,3470.14,4,1,Month-to-Month,Credit Card,No,0,0,1
CUST-01273,25,36.65,947.63,4,3,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-01274,5,91.22,413.44,1,3,Two Year,Electronic Check,No,0,0,1
CUST-01275,11,37.59,386.85,4,4,Two Year,Electronic Check,DSL,0,0,0
CUST-01276,59,43.54,2550.31,1,1,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-01277,38,69.44,2998.39,5,2,Month-to-Month,Credit Card,Fiber Optic,0,1,0
CUST-01278,72,111.48,7418.19,2,1,Two Year,Mailed Check,Fiber Optic,0,0,1
CUST-01279,5,41.17,220.16,2,1,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01280,48,34.42,1622.15,1,3,One Year,Mailed Check,No,0,1,0
CUST-01281,18,95.9,1621.51,1,2,Two Year,Mailed Check,Fiber Optic,1,0,1
CUST-01282,70,70.06,4839.34,5,4,Month-to-Month,Electronic Check,No,0,1,0
CUST-01283,37,111.18,3584.49,4,4,Month-to-Month,Credit Card,DSL,0,1,1
CUST-01284,60,34.66,2265.95,5,1,Two Year,Electronic Check,No,0,0,0
CUST-01285,48,84.59,3747.64,2,4,Month-to-Month,Credit Card,DSL,0,1,1
CUST-01286,28,43.29,1294.09,2,5,Month-to-Month,Mailed Check,DSL,0,1,0
CUST-01287,69,35.68,2143.11,4,1,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-01288,40,88.34,4016.04,2,3,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-01289,45,79.37,3242.72,1,3,Month-to-Month,Electronic Check,Fiber Optic,0,0,1
CUST-01290,62,95.48,6599.48,2,2,One Year,Bank Transfer,No,0,1,0
CUST-01291,58,50.95,3229.46,3,1,Two Year,Electronic Check,Fiber Optic,0,0,0
CUST-01292,67,64.8,4950.98,4,2,Month-to-Month,Electronic Check,DSL,1,1,1
CUST-01293,56,60.55,3368.31,4,2,One Year,Credit Card,Fiber Optic,0,0,1
CUST-01294,40,118.41,5059.51,4,3,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01295,40,49.22,1892.44,3,0,Month-to-Month,Mailed Check,DSL,0,1,1
CUST-01296,33,49.48,1478.23,5,3,Month-to-Month,Mailed Check,Fiber Optic,0,1,1
CUST-01297,6,55.45,327.02,1,1,Two Year,Mailed Check,DSL,0,1,1
CUST-01298,19,76.46,1307.07,4,2,Two Year,Credit Card,No,0,0,0
CUST-01299,40,45.23,2070.83,2,0,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01300,59,111.53,5783.23,1,0,Month-to-Month,Mailed Check,Fiber Optic,0,1,0
CUST-01301,59,46.57,2821.17,2,3,Two Year,Bank Transfer,No,0,1,0
CUST-01302,48,109.58,5459.39,1,2,Month-to-Month,Mailed Check,DSL,0,1,0
CUST-01303,41,30.35,1258.57,1,1,One Year,Mailed Check,Fiber Optic,0,1,0
CUST-01304,13,85.66,1167.76,2,2,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-01305,45,110.7,4407.9,2,0,One Year,Electronic Check,Fiber Optic,0,1,0
CUST-01306,53,36.87,1986.36,1,2,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01307,42,116.83,4593.62,4,3,Month-to-Month,Electronic Check,DSL,0,1,1
CUST-01308,63,65.29,4656.44,2,2,Two Year,Bank Transfer,Fiber Optic,0,1,1
CUST-01309,27,114.57,3336.6,3,2,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1
CUST-01310,38,87.68,3804.14,3,3,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-01311,60,50.16,2592.07,1,2,Month-to-Month,Credit Card,No,0,1,1
CUST-01312,7,38.83,254.29,5,3,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1
CUST-01313,5,50.37,228.84,1,1,Month-to-Month,Mailed Check,Fiber Optic,0,1,1
CUST-01314,45,29.3,1125.14,1,0,Month-to-Month,Bank Transfer,Fiber Optic,1,0,1
CUST-01315,58,34.39,1840.43,4,2,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-01316,31,30.47,995.23,4,2,Two Year,Bank Transfer,Fiber Optic,0,1,0
CUST-01317,23,62.29,1317.09,5,1,Month-to-Month,Bank Transfer,No,1,0,1
CUST-01318,42,99.56,4192.81,5,4,Month-to-Month,Electronic Check,DSL,0,0,0
CUST-01319,10,34.14,381.12,5,0,One Year,Bank Transfer,DSL,0,0,0
CUST-01320,32,33.03,1118.4,5,1,One Year,Bank Transfer,Fiber Optic,0,1,0
CUST-01321,53,84.34,4328.72,5,4,Month-to-Month,Electronic Check,DSL,1,0,1
CUST-01322,30,39.72,1146.01,1,2,Month-to-Month,Electronic Check,DSL,0,1,1
CUST-01323,39,29.76,1145.23,1,2,Month-to-Month,Credit Card,DSL,0,1,1
CUST-01324,31,36.68,1026.91,3,2,Month-to-Month,Mailed Check,No,0,0,0
CUST-01325,2,112.37,233.77,3,0,Two Year,Credit Card,DSL,0,0,1
CUST-01326,12,102.15,1175.84,2,1,One Year,Electronic Check,DSL,0,1,0
CUST-01327,39,55.41,2389.43,1,1,One Year,Electronic Check,Fiber Optic,1,0,0
CUST-01328,66,85.58,6083.0,5,3,Month-to-Month,Electronic Check,No,0,0,0
CUST-01329,13,73.73,990.27,2,2,One Year,Credit Card,Fiber Optic,0,0,0
CUST-01330,46,87.71,3870.29,4,1,Month-to-Month,Bank Transfer,No,1,0,0
CUST-01331,27,88.27,2175.9,1,4,Month-to-Month,Mailed Check,No,0,0,1
CUST-01332,17,82.87,1525.5,3,3,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01333,60,46.61,2785.2,1,1,Two Year,Bank Transfer,DSL,0,1,0
CUST-01334,64,23.9,1403.29,1,4,One Year,Mailed Check,Fiber Optic,0,0,1
CUST-01335,35,65.56,2084.76,1,4,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0
CUST-01336,70,109.1,6870.4,1,1,Month-to-Month,Credit Card,DSL,0,0,0
CUST-01337,30,76.95,2500.45,4,2,Month-to-Month,Electronic Check,No,0,0,0
CUST-01338,71,103.24,6734.08,3,2,One Year,Bank Transfer,Fiber Optic,0,1,0
CUST-01339,63,119.16,7567.08,1,3,One Year,Bank Transfer,No,0,0,0
CUST-01340,28,36.36,1003.28,4,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-01341,60,89.18,5478.59,2,2,Two Year,Electronic Check,DSL,1,1,1
CUST-01342,37,87.43,3600.93,1,2,Two Year,Mailed Check,No,0,1,0
CUST-01343,22,118.0,2882.4,4,3,Two Year,Bank Transfer,Fiber Optic,0,0,0
CUST-01344,68,118.56,7943.75,5,1,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-01345,20,88.67,1515.57,2,0,Month-to-Month,Mailed Check,No,0,1,0
CUST-01346,68,44.36,2949.92,3,1,Month-to-Month,Credit Card,DSL,0,1,0
CUST-01347,64,99.86,6594.65,1,1,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1
CUST-01348,17,30.7,530.94,1,1,Two Year,Credit Card,DSL,0,1,1
CUST-01349,12,98.07,1230.27,4,2,Month-to-Month,Electronic Check,No,0,1,1
CUST-01350,22,111.02,2188.97,3,1,Two Year,Electronic Check,Fiber Optic,0,1,0
CUST-01351,17,58.28,1034.31,5,1,Month-to-Month,Bank Transfer,DSL,1,1,0
CUST-01352,10,83.06,751.52,2,7,Month-to-Month,Credit Card,DSL,0,1,1
CUST-01353,65,63.01,4403.47,3,0,Month-to-Month,Electronic Check,Fiber Optic,0,0,1
CUST-01354,22,63.78,1335.42,1,1,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1
CUST-01355,50,51.04,2712.7,4,5,Month-to-Month,Bank Transfer,DSL,0,1,1
CUST-01356,14,96.21,1164.24,5,4,Two Year,Bank Transfer,No,0,1,1
CUST-01357,64,113.62,7070.68,4,3,One Year,Electronic Check,No,0,1,0
CUST-01358,47,114.08,5691.56,2,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,1
CUST-01359,29,37.48,997.86,3,1,Two Year,Bank Transfer,DSL,0,1,1
CUST-01360,36,107.47,4211.65,4,3,Month-to-Month,Mailed Check,No,0,0,0
CUST-01361,52,93.74,5065.72,4,4,Month-to-Month,Bank Transfer,No,0,0,0
CUST-01362,7,45.28,325.29,1,0,Month-to-Month,Bank Transfer,DSL,0,0,1
CUST-01363,29,26.73,741.11,4,1,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0
CUST-01364,11,46.8,512.09,5,2,Month-to-Month,Mailed Check,No,0,1,0
CUST-01365,33,111.22,3777.45,3,2,Two Year,Credit Card,Fiber Optic,0,0,0
CUST-01366,6,83.32,495.79,2,2,Two Year,Electronic Check,No,0,0,1
CUST-01367,32,92.11,3122.88,4,1,Two Year,Electronic Check,No,0,1,1
CUST-01368,51,45.72,2285.34,5,1,One Year,Credit Card,Fiber Optic,0,0,0
CUST-01369,58,91.94,4856.23,2,1,One Year,Bank Transfer,No,0,1,0
CUST-01370,26,22.81,542.16,5,3,Month-to-Month,Bank Transfer,DSL,1,1,0
CUST-01371,46,57.53,2254.03,4,6,Month-to-Month,Electronic Check,DSL,0,1,0
CUST-01372,29,82.68,2254.55,4,4,One Year,Bank Transfer,DSL,0,1,0
CUST-01373,4,34.61,148.78,3,3,Two Year,Credit Card,Fiber Optic,0,1,0
CUST-01374,13,102.3,1447.26,1,1,Month-to-Month,Electronic Check,DSL,0,0,0
CUST-01375,39,43.5,1545.07,5,6,Month-to-Month,Mailed Check,DSL,1,0,1
CUST-01376,15,85.23,1454.51,1,2,Month-to-Month,Bank Transfer,DSL,0,1,1
CUST-01377,29,60.52,1756.35,1,2,Month-to-Month,Credit Card,Fiber Optic,0,1,1
CUST-01378,29,79.6,2597.17,2,0,One Year,Electronic Check,No,0,0,0
CUST-01379,32,30.75,1045.04,2,4,Month-to-Month,Electronic Check,Fiber Optic,0,1,0
CUST-01380,2,21.69,46.27,5,3,Month-to-Month,Mailed Check,No,0,0,1
CUST-01381,47,110.96,4565.91,1,1,Month-to-Month,Bank Transfer,DSL,0,1,1
CUST-01382,22,46.96,946.34,3,5,One Year,Mailed Check,Fiber Optic,0,1,1
CUST-01383,27,101.97,2347.49,1,2,Month-to-Month,Credit Card,DSL,0,0,1
CUST-01384,67,119.94,8557.02,2,1,Two Year,Electronic Check,Fiber Optic,0,0,0
CUST-01385,56,41.14,2196.32,1,1,Month-to-Month,Electronic Check,Fiber Optic,0,1,1
CUST-01386,21,46.52,1060.93,4,0,Month-to-Month,Mailed Check,Fiber Optic,0,0,1
CUST-01387,47,86.29,3859.67,4,3,Month-to-Month,Mailed Check,DSL,0,1,0
CUST-01388,59,116.54,7534.57,3,3,Month-to-Month,Mailed Check,DSL,1,0,1
CUST-01389,6,111.58,595.31,5,2,Month-to-Month,Bank Transfer,DSL,1,0,1
CUST-01390,19,70.29,1204.65,1,3,Month-to-Month,Electronic Check,Fiber Optic,0,0,0
CUST-01391,57,99.51,5401.3,4,1,One Year,Bank Transfer,DSL,0,0,0
CUST-01392,69,33.57,2252.74,5,1,Month-to-Month,Credit Card,Fiber Optic,0,1,0
